neighbourhood,latitude,longitude,room_type,price,stars
Vanlse,55.68735,12.48409,Entire home/apt,530,3
Vesterbro-Kongens Enghave,55.64634,12.52618,Entire home/apt,400,3
Vesterbro-Kongens Enghave,55.67148,12.54395,Entire home/apt,700,5
Frederiksberg,55.68732,12.53708,Entire home/apt,595,4
sterbro,55.70571,12.57988,Entire home/apt,593,3
Indre By,55.68294,12.61312,Entire home/apt,1490,3
Vesterbro-Kongens Enghave,55.66616,12.54157,Entire home/apt,2000,4
Frederiksberg,55.68099,12.55223,Entire home/apt,1600,2
Vesterbro-Kongens Enghave,55.65902,12.5616,Entire home/apt,1000,1
Vesterbro-Kongens Enghave,55.66641,12.55605,Entire home/apt,950,3
Vesterbro-Kongens Enghave,55.6679111907973,12.5496596596077,Entire home/apt,2200,2
sterbro,55.70753,12.58534,Entire home/apt,650,2
Amager st,55.64631,12.63072,Entire home/apt,590,1
Indre By,55.68396,12.5693,Entire home/apt,1860,4
Amager Vest,55.6663,12.58006,Entire home/apt,532,1
sterbro,55.71344,12.56984,Entire home/apt,1200,4
Nrrebro,55.69123,12.5598,Entire home/apt,700,2
Nrrebro,55.69543,12.5438,Entire home/apt,604,3
Vesterbro-Kongens Enghave,55.65918,12.56083,Entire home/apt,1000,2
Vesterbro-Kongens Enghave,55.64614,12.54768,Entire home/apt,750,3
Vesterbro-Kongens Enghave,55.6701,12.54253,Entire home/apt,750,3
Nrrebro,55.68215,12.55437,Entire home/apt,1000,2
Nrrebro,55.69243,12.54728,Entire home/apt,704,1
Amager Vest,55.66562,12.57988,Entire home/apt,700,3
Vesterbro-Kongens Enghave,55.64617,12.54781,Entire home/apt,1300,1
Amager st,55.64997,12.63344,Entire home/apt,1200,5
Amager st,55.66203,12.62572,Entire home/apt,800,1
Amager st,55.6466,12.62583,Entire home/apt,750,1
Amager st,55.66416,12.60428,Entire home/apt,900,5
Amager st,55.66595,12.62187,Entire home/apt,400,3
Nrrebro,55.69447,12.54069,Entire home/apt,725,3
Nrrebro,55.68688,12.54688,Entire home/apt,720,1
Nrrebro,55.69194,12.55368,Entire home/apt,900,3
Amager Vest,55.6499090454777,12.6125911329482,Entire home/apt,800,3
Amager st,55.65984,12.622,Entire home/apt,850,4
Valby,55.66779,12.50309,Entire home/apt,750,4
Vesterbro-Kongens Enghave,55.66569,12.54675,Entire home/apt,1179,2
Bispebjerg,55.71953,12.53896,Entire home/apt,2529,3
Nrrebro,55.6951,12.54904,Entire home/apt,600,4
Valby,55.66185,12.5166,Entire home/apt,750,3
Amager st,55.65624,12.62925,Entire home/apt,1500,3
sterbro,55.69859,12.58065,Entire home/apt,1150,2
sterbro,55.70234,12.58579,Entire home/apt,1200,3
Nrrebro,55.70116,12.53963,Private room,650,1
Indre By,55.67404,12.59226,Entire home/apt,1400,1
Nrrebro,55.68665,12.55519,Entire home/apt,1600,5
Frederiksberg,55.67498,12.5158,Entire home/apt,750,4
Indre By,55.68462,12.5909,Entire home/apt,1000,2
Vesterbro-Kongens Enghave,55.64734,12.54817,Entire home/apt,1947,4
Valby,55.66383,12.5048,Entire home/apt,1190,5
Nrrebro,55.69491,12.54562,Entire home/apt,1500,4
Bispebjerg,55.70412,12.52967,Entire home/apt,650,4
Vesterbro-Kongens Enghave,55.6687,12.54696,Entire home/apt,300,1
sterbro,55.69922,12.58081,Entire home/apt,799,4
Vesterbro-Kongens Enghave,55.67203,12.55901,Entire home/apt,650,5
Frederiksberg,55.68202,12.53441,Entire home/apt,900,4
Indre By,55.67722,12.59919,Entire home/apt,700,1
Frederiksberg,55.67261,12.54013,Entire home/apt,700,5
Valby,55.66656,12.50132,Entire home/apt,850,2
Nrrebro,55.69224,12.54519,Entire home/apt,950,4
Frederiksberg,55.68058,12.52951,Entire home/apt,1500,3
Indre By,55.68256,12.56375,Entire home/apt,1750,1
Indre By,55.67668,12.58283,Entire home/apt,1791,5
Indre By,55.68552,12.56734,Entire home/apt,999,1
Nrrebro,55.68504,12.55422,Entire home/apt,900,5
Frederiksberg,55.68475,12.54191,Entire home/apt,979,5
Amager st,55.66457,12.62424,Entire home/apt,1000,5
Indre By,55.67293,12.59372,Entire home/apt,607,4
Vesterbro-Kongens Enghave,55.66578,12.54891,Entire home/apt,950,4
Bispebjerg,55.70973,12.52961,Private room,270,4
Vesterbro-Kongens Enghave,55.66614,12.54086,Entire home/apt,667,2
Indre By,55.68986,12.5741,Entire home/apt,900,4
Nrrebro,55.68706,12.55014,Entire home/apt,1641,3
Nrrebro,55.69105,12.53853,Entire home/apt,1600,3
sterbro,55.70825,12.57892,Entire home/apt,902,1
Nrrebro,55.6917,12.55826,Entire home/apt,728,4
Bispebjerg,55.70132,12.524,Entire home/apt,599,5
Nrrebro,55.69973,12.55311,Entire home/apt,900,2
sterbro,55.69811,12.57875,Entire home/apt,720,5
Vesterbro-Kongens Enghave,55.6587,12.56109,Entire home/apt,850,1
Nrrebro,55.70598,12.55504,Entire home/apt,899,5
Amager Vest,55.63733,12.58482,Entire home/apt,1500,1
Vesterbro-Kongens Enghave,55.64665,12.54985,Entire home/apt,1000,2
Indre By,55.67217,12.57648,Entire home/apt,1850,5
Nrrebro,55.69491,12.53787,Entire home/apt,680,1
Amager Vest,55.65839,12.56842,Entire home/apt,2000,3
sterbro,55.69535,12.5714,Entire home/apt,1100,1
Nrrebro,55.69307,12.54047,Entire home/apt,825,4
Amager st,55.65631,12.61341,Entire home/apt,549,2
Bispebjerg,55.69994,12.52881,Entire home/apt,650,4
Vesterbro-Kongens Enghave,55.66551,12.55158,Entire home/apt,870,4
sterbro,55.7048,12.584,Entire home/apt,800,3
Vesterbro-Kongens Enghave,55.66661,12.53666,Private room,500,1
Vesterbro-Kongens Enghave,55.66717,12.53511,Entire home/apt,1204,5
Amager st,55.66537,12.61987,Entire home/apt,606,1
Amager st,55.65999,12.61264,Entire home/apt,500,3
Vesterbro-Kongens Enghave,55.65135,12.52614,Entire home/apt,500,5
Valby,55.66772,12.50433,Entire home/apt,1500,1
Vesterbro-Kongens Enghave,55.65055,12.5432,Entire home/apt,650,4
Amager Vest,55.6682,12.5815,Entire home/apt,1586,4
Vesterbro-Kongens Enghave,55.64402,12.55028,Entire home/apt,660,5
Amager Vest,55.65621,12.6043,Entire home/apt,550,2
Nrrebro,55.68884,12.56098,Private room,850,4
Amager st,55.64701,12.63589,Entire home/apt,750,1
Indre By,55.68124,12.5641,Entire home/apt,689,1
Indre By,55.6728,12.5744,Entire home/apt,1857,2
Nrrebro,55.69145,12.56087,Entire home/apt,650,2
Amager st,55.66369,12.61503,Entire home/apt,800,5
Nrrebro,55.69149,12.54428,Entire home/apt,650,4
Nrrebro,55.68675,12.55401,Entire home/apt,1114,3
Amager Vest,55.66063,12.58661,Entire home/apt,400,3
Amager st,55.66532,12.60026,Entire home/apt,779,5
Indre By,55.6851,12.58742,Entire home/apt,1743,3
Vesterbro-Kongens Enghave,55.65919,12.56166,Entire home/apt,900,4
Amager st,55.66467,12.61049,Entire home/apt,600,5
Vesterbro-Kongens Enghave,55.66571,12.54802,Entire home/apt,1000,5
Vanlse,55.69925,12.50969,Private room,185,4
sterbro,55.69999,12.58068,Entire home/apt,1050,5
Amager Vest,55.66424,12.57854,Entire home/apt,1200,3
Nrrebro,55.69133,12.55783,Entire home/apt,1100,5
Indre By,55.69219,12.57759,Entire home/apt,900,5
Indre By,55.68515,12.59028,Entire home/apt,800,2
Amager st,55.66505,12.62846,Entire home/apt,795,5
Nrrebro,55.69195,12.54471,Entire home/apt,800,5
Indre By,55.68755,12.56636,Entire home/apt,1600,2
sterbro,55.69897,12.59042,Entire home/apt,470,2
Amager st,55.6473,12.6187,Entire home/apt,900,4
Vesterbro-Kongens Enghave,55.65735,12.5354,Entire home/apt,942,4
Vesterbro-Kongens Enghave,55.66799,12.55709,Entire home/apt,1033,5
Nrrebro,55.69966,12.54437,Entire home/apt,900,3
Frederiksberg,55.67974,12.52394,Entire home/apt,695,2
Amager st,55.66034,12.62993,Entire home/apt,1000,4
Indre By,55.68412,12.5642,Entire home/apt,1493,4
Amager Vest,55.6557,12.60131,Entire home/apt,800,2
Nrrebro,55.69516,12.54156,Entire home/apt,700,2
Valby,55.65652,12.50245,Entire home/apt,659,2
sterbro,55.70864,12.58653,Entire home/apt,1650,3
Vesterbro-Kongens Enghave,55.64535,12.55207,Entire home/apt,993,4
Nrrebro,55.69285,12.55079,Entire home/apt,1199,3
Vesterbro-Kongens Enghave,55.65807,12.56156,Entire home/apt,950,4
Frederiksberg,55.67879,12.54761,Entire home/apt,850,2
Indre By,55.69632,12.58237,Private room,550,4
Frederiksberg,55.68778,12.53423,Entire home/apt,950,2
Amager st,55.6516,12.61387,Entire home/apt,375,4
Brnshj-Husum,55.71364,12.51032,Entire home/apt,750,4
Amager st,55.64787,12.62814,Entire home/apt,1300,2
Nrrebro,55.69889,12.53889,Entire home/apt,450,1
Indre By,55.68321,12.56404,Entire home/apt,1799,3
Valby,55.66673,12.51907,Entire home/apt,1000,5
Frederiksberg,55.67466,12.54339,Entire home/apt,750,3
Indre By,55.67477,12.59083,Entire home/apt,1150,3
Amager Vest,55.64268,12.60702,Entire home/apt,953,5
Amager st,55.66205,12.6118,Entire home/apt,720,2
Frederiksberg,55.68003,12.53652,Entire home/apt,1200,3
Bispebjerg,55.69986,12.53127,Entire home/apt,495,4
Amager Vest,55.64536,12.59026,Entire home/apt,850,2
Amager Vest,55.6672,12.57668,Entire home/apt,1034,1
Indre By,55.67746,12.58386,Entire home/apt,1200,4
Frederiksberg,55.67305,12.54458,Entire home/apt,832,5
Vesterbro-Kongens Enghave,55.66933,12.55062,Entire home/apt,1000,5
Indre By,55.67484,12.59914,Entire home/apt,1000,2
Vesterbro-Kongens Enghave,55.66416,12.54468,Entire home/apt,1200,5
Nrrebro,55.68719,12.55456,Entire home/apt,1143,5
Vesterbro-Kongens Enghave,55.65106,12.52575,Entire home/apt,700,2
Vesterbro-Kongens Enghave,55.6674,12.55213,Entire home/apt,1324,4
Nrrebro,55.6831538633642,12.5555235504069,Entire home/apt,1993,3
sterbro,55.69875,12.58757,Entire home/apt,650,2
Indre By,55.67755,12.57012,Entire home/apt,798,2
Indre By,55.67732,12.56847,Entire home/apt,899,3
Indre By,55.67724,12.57076,Entire home/apt,950,3
Indre By,55.67731,12.56902,Entire home/apt,833,3
Amager st,55.66538,12.62467,Entire home/apt,700,5
Indre By,55.6891,12.59295,Entire home/apt,900,5
Amager st,55.66267,12.61515,Entire home/apt,750,1
sterbro,55.70288,12.59124,Private room,1000,3
Indre By,55.68118,12.57574,Entire home/apt,1500,3
Vesterbro-Kongens Enghave,55.66126,12.56322,Entire home/apt,1400,4
sterbro,55.69935,12.58739,Entire home/apt,650,4
Bispebjerg,55.70311,12.52638,Entire home/apt,550,5
Vesterbro-Kongens Enghave,55.65133,12.54765,Entire home/apt,1500,5
Amager Vest,55.65803,12.59746,Entire home/apt,550,4
Amager Vest,55.66597,12.59709,Entire home/apt,400,4
Amager st,55.66838,12.59723,Entire home/apt,700,4
Valby,55.6594,12.51249,Entire home/apt,800,2
Nrrebro,55.69217,12.55723,Entire home/apt,949,5
Nrrebro,55.69654,12.54841,Entire home/apt,700,2
Bispebjerg,55.69947,12.53618,Entire home/apt,690,4
Bispebjerg,55.711258,12.53089,Entire home/apt,698,2
Vesterbro-Kongens Enghave,55.66205,12.56378,Entire home/apt,2400,2
sterbro,55.70323,12.5881,Entire home/apt,1300,2
Vesterbro-Kongens Enghave,55.668,12.5486,Entire home/apt,995,5
Vesterbro-Kongens Enghave,55.66774,12.5466,Entire home/apt,850,2
Vesterbro-Kongens Enghave,55.66747,12.55511,Entire home/apt,1100,5
sterbro,55.69419,12.571,Entire home/apt,879,2
Nrrebro,55.69307,12.54301,Entire home/apt,550,4
sterbro,55.70897,12.58564,Entire home/apt,800,2
Amager st,55.64976,12.61417,Entire home/apt,650,3
Nrrebro,55.6979,12.54162,Entire home/apt,750,2
Vesterbro-Kongens Enghave,55.66842,12.55288,Entire home/apt,1300,1
Indre By,55.67858,12.57798,Entire home/apt,1750,5
Indre By,55.68945,12.57227,Entire home/apt,1200,1
Nrrebro,55.69262,12.54425,Entire home/apt,1000,1
Nrrebro,55.69248,12.568,Entire home/apt,1200,5
Vesterbro-Kongens Enghave,55.64798,12.54341,Entire home/apt,1399,4
Valby,55.65287,12.501559,Entire home/apt,1500,5
Amager Vest,55.6656728696353,12.5826631011724,Entire home/apt,600,4
Nrrebro,55.6912,12.55917,Entire home/apt,800,5
Indre By,55.67414,12.59852,Entire home/apt,697,5
Amager Vest,55.64174,12.60707,Entire home/apt,919,3
sterbro,55.70769,12.5655,Entire home/apt,871,5
Vesterbro-Kongens Enghave,55.67094,12.55986,Entire home/apt,900,1
Nrrebro,55.68905,12.56243,Entire home/apt,1700,4
Amager st,55.66009,12.6238,Entire home/apt,999,1
Indre By,55.67757,12.57573,Entire home/apt,1159,4
Vesterbro-Kongens Enghave,55.66795,12.54967,Entire home/apt,900,5
Nrrebro,55.69456,12.54668,Entire home/apt,800,5
Vesterbro-Kongens Enghave,55.65828,12.562,Entire home/apt,2850,5
Vesterbro-Kongens Enghave,55.66757,12.55089,Entire home/apt,1299,2
Vesterbro-Kongens Enghave,55.67033,12.54686,Entire home/apt,703,4
Nrrebro,55.69879,12.54218,Entire home/apt,1000,1
Nrrebro,55.68518,12.55378,Entire home/apt,721,5
Frederiksberg,55.67048,12.53132,Private room,357,1
Amager st,55.66726,12.60286,Entire home/apt,750,1
Frederiksberg,55.67675,12.53464,Entire home/apt,706,4
Bispebjerg,55.70578,12.5298,Entire home/apt,470,4
Nrrebro,55.691303,12.563187,Entire home/apt,800,4
Indre By,55.67902,12.5737,Entire home/apt,1100,1
Nrrebro,55.69874,12.54948,Entire home/apt,600,3
Nrrebro,55.68574,12.5542,Entire home/apt,400,3
Bispebjerg,55.70643,12.52769,Private room,375,3
Nrrebro,55.6968,12.55336,Private room,103,1
Indre By,55.68032,12.58269,Entire home/apt,1043,2
Frederiksberg,55.6807,12.55428,Entire home/apt,1450,1
Nrrebro,55.70225,12.54956,Entire home/apt,1250,5
Amager Vest,55.63529,12.58196,Entire home/apt,840,4
Nrrebro,55.68586,12.55716,Shared room,400,2
Nrrebro,55.69122,12.54301,Entire home/apt,650,5
Amager st,55.6556,12.61686,Entire home/apt,650,4
Indre By,55.6819,12.5678,Entire home/apt,1600,2
sterbro,55.70654,12.5949,Entire home/apt,1050,3
Frederiksberg,55.6873706855546,12.5319358601072,Entire home/apt,900,1
Vanlse,55.68446,12.47371,Entire home/apt,500,4
Indre By,55.67553,12.57599,Entire home/apt,1003,5
Vesterbro-Kongens Enghave,55.66818,12.54815,Entire home/apt,975,5
Vesterbro-Kongens Enghave,55.67011,12.53886,Entire home/apt,800,4
Vesterbro-Kongens Enghave,55.66993,12.55379,Entire home/apt,1200,3
Nrrebro,55.6984,12.53953,Entire home/apt,493,3
sterbro,55.70193,12.5804,Entire home/apt,1450,5
sterbro,55.70587,12.58364,Entire home/apt,600,1
Vesterbro-Kongens Enghave,55.66644,12.55668,Entire home/apt,900,1
Nrrebro,55.69928,12.54788,Entire home/apt,700,1
sterbro,55.70771,12.58395,Entire home/apt,700,1
Vesterbro-Kongens Enghave,55.64898,12.55234,Private room,413,2
Indre By,55.67323,12.59135,Entire home/apt,900,1
Amager st,55.66259,12.60642,Entire home/apt,750,1
Vesterbro-Kongens Enghave,55.67326,12.55496,Private room,325,1
Vesterbro-Kongens Enghave,55.66779,12.54479,Entire home/apt,753,5
Bispebjerg,55.71035,12.53259,Entire home/apt,673,5
Bispebjerg,55.70089,12.53069,Entire home/apt,893,4
Vesterbro-Kongens Enghave,55.6695,12.54695,Entire home/apt,1600,1
Indre By,55.68471,12.57045,Private room,410,2
Vesterbro-Kongens Enghave,55.67366,12.55687,Entire home/apt,1557,4
Vanlse,55.68194,12.48303,Entire home/apt,663,1
sterbro,55.700195,12.591211,Entire home/apt,1000,5
Vesterbro-Kongens Enghave,55.67269,12.55547,Entire home/apt,729,5
sterbro,55.71219,12.57727,Entire home/apt,599,5
Frederiksberg,55.67563,12.50381,Entire home/apt,1500,4
Valby,55.65488,12.51821,Entire home/apt,1300,1
Nrrebro,55.697937,12.546598,Entire home/apt,913,4
Amager Vest,55.61688,12.56888,Entire home/apt,500,2
Frederiksberg,55.68032,12.55338,Entire home/apt,1200,1
Frederiksberg,55.67873,12.55127,Entire home/apt,1229,3
sterbro,55.69831,12.58262,Private room,550,3
Amager st,55.66741,12.6125,Entire home/apt,800,1
Nrrebro,55.7002,12.54354,Entire home/apt,550,1
sterbro,55.697598,12.594245,Entire home/apt,986,2
Vesterbro-Kongens Enghave,55.66521,12.5565,Private room,791,2
Frederiksberg,55.67223,12.5002,Entire home/apt,895,5
Amager st,55.66127,12.63065,Entire home/apt,1000,5
Amager Vest,55.66355,12.57883,Entire home/apt,903,1
Nrrebro,55.70581,12.54609,Entire home/apt,500,2
Indre By,55.683,12.57125,Entire home/apt,900,2
Nrrebro,55.69425,12.54967,Entire home/apt,887,2
Frederiksberg,55.6786429128376,12.552059396947,Entire home/apt,9000,5
Nrrebro,55.69152,12.56302,Entire home/apt,729,2
Bispebjerg,55.70718,12.53017,Entire home/apt,395,2
Indre By,55.68618,12.5889,Entire home/apt,2000,1
Vesterbro-Kongens Enghave,55.66704,12.54961,Entire home/apt,986,2
Nrrebro,55.6899,12.55676,Private room,499,5
Nrrebro,55.70063,12.54287,Entire home/apt,553,5
Nrrebro,55.69308,12.54055,Entire home/apt,580,2
Amager Vest,55.66366,12.59548,Private room,374,1
Amager st,55.65478,12.6166,Entire home/apt,900,5
Indre By,55.67543,12.59997,Entire home/apt,1214,4
Valby,55.64812,12.49067,Private room,220,3
Vesterbro-Kongens Enghave,55.66322,12.5428,Entire home/apt,700,4
Bispebjerg,55.7014,12.53612,Entire home/apt,600,1
Amager Vest,55.63168,12.59134,Entire home/apt,1200,1
Bispebjerg,55.72218,12.53258,Entire home/apt,523,5
Bispebjerg,55.70241,12.53112,Entire home/apt,500,1
Nrrebro,55.69333,12.54277,Entire home/apt,490,2
Indre By,55.67837,12.57414,Private room,500,5
Frederiksberg,55.6858,12.53444,Entire home/apt,900,3
Valby,55.65572,12.505908,Entire home/apt,500,4
Indre By,55.69716,12.57877,Entire home/apt,820,3
sterbro,55.70721,12.56034,Entire home/apt,547,5
Indre By,55.67293,12.57416,Entire home/apt,1899,5
Amager st,55.64649,12.61788,Entire home/apt,450,4
Vesterbro-Kongens Enghave,55.64605,12.54935,Entire home/apt,850,2
Vanlse,55.68032,12.48538,Entire home/apt,624,5
Vesterbro-Kongens Enghave,55.64757,12.549,Entire home/apt,1190,2
sterbro,55.70757,12.57732,Entire home/apt,1400,2
Valby,55.67288,12.48306,Entire home/apt,850,5
Amager st,55.66518,12.62608,Entire home/apt,1200,5
Frederiksberg,55.67687,12.54872,Entire home/apt,2000,4
Valby,55.65348,12.50071,Entire home/apt,593,4
Valby,55.64476,12.50365,Private room,1200,4
Valby,55.64444,12.50362,Private room,1200,1
Valby,55.64625,12.50223,Private room,1700,1
Indre By,55.67606,12.59797,Entire home/apt,1000,5
Indre By,55.67195,12.5915,Entire home/apt,1210,2
Indre By,55.68795,12.56741,Entire home/apt,853,4
Frederiksberg,55.68654,12.53018,Entire home/apt,1200,4
Indre By,55.68271,12.58435,Entire home/apt,741,2
Indre By,55.68081,12.58434,Entire home/apt,800,2
Indre By,55.67304,12.58932,Entire home/apt,1500,4
Indre By,55.6855,12.56909,Entire home/apt,1699,4
sterbro,55.70746,12.57055,Entire home/apt,1000,3
Vesterbro-Kongens Enghave,55.66785,12.54615,Entire home/apt,921,5
Bispebjerg,55.70436,12.53024,Entire home/apt,600,3
Brnshj-Husum,55.70416,12.49607,Entire home/apt,400,3
Nrrebro,55.69936,12.551,Entire home/apt,990,3
Vesterbro-Kongens Enghave,55.66993,12.546,Entire home/apt,380,2
Indre By,55.6826,12.58288,Entire home/apt,1200,1
Vesterbro-Kongens Enghave,55.67149,12.54714,Entire home/apt,914,3
Nrrebro,55.69489,12.54178,Entire home/apt,684,5
Vanlse,55.69516,12.48673,Entire home/apt,600,3
Nrrebro,55.69045,12.56275,Entire home/apt,786,2
Bispebjerg,55.6985,12.53511,Entire home/apt,600,1
Indre By,55.67645,12.59898,Entire home/apt,1050,5
Indre By,55.68134,12.59124,Entire home/apt,1979,3
Nrrebro,55.69703,12.55471,Entire home/apt,825,4
Bispebjerg,55.72747,12.52119,Entire home/apt,1010,1
Nrrebro,55.68793,12.54602,Entire home/apt,1000,5
Indre By,55.67114,12.59344,Entire home/apt,650,3
Amager st,55.66191,12.61254,Private room,490,3
Vesterbro-Kongens Enghave,55.65827,12.56156,Entire home/apt,1100,3
sterbro,55.70487,12.58062,Entire home/apt,850,2
Frederiksberg,55.69193,12.53193,Entire home/apt,800,3
Amager st,55.66607,12.61529,Entire home/apt,750,4
sterbro,55.70644,12.57968,Entire home/apt,700,3
Bispebjerg,55.70737,12.53025,Entire home/apt,751,4
Vesterbro-Kongens Enghave,55.66794,12.54082,Entire home/apt,800,2
Vesterbro-Kongens Enghave,55.6723756584177,12.5536735694532,Private room,471,2
Nrrebro,55.69108,12.55882,Entire home/apt,975,3
Amager st,55.66605,12.62256,Private room,180,4
Frederiksberg,55.67679,12.54057,Entire home/apt,1280,5
Vesterbro-Kongens Enghave,55.66855,12.5579,Entire home/apt,853,3
Frederiksberg,55.68355,12.54779,Entire home/apt,1800,5
Nrrebro,55.69491,12.54666,Entire home/apt,800,1
Amager Vest,55.63185,12.57642,Entire home/apt,903,5
Valby,55.66648,12.51791,Private room,300,5
Amager st,55.66474,12.61027,Private room,493,2
Vesterbro-Kongens Enghave,55.65672,12.55901,Entire home/apt,1200,4
sterbro,55.71203,12.56647,Entire home/apt,533,2
Vanlse,55.69244,12.50285,Entire home/apt,479,4
Amager st,55.64998,12.63584,Entire home/apt,1250,3
Frederiksberg,55.68408,12.54318,Private room,795,1
Nrrebro,55.68267,12.55756,Entire home/apt,990,4
Brnshj-Husum,55.70564,12.49621,Entire home/apt,1103,4
Amager Vest,55.62512,12.57564,Entire home/apt,750,4
Nrrebro,55.70473,12.54762,Entire home/apt,890,2
Valby,55.66628,12.49109,Entire home/apt,800,4
Frederiksberg,55.68423,12.53194,Entire home/apt,2000,5
Vesterbro-Kongens Enghave,55.672962,12.554807,Entire home/apt,1383,2
Valby,55.65263,12.52068,Entire home/apt,695,4
Amager Vest,55.65744,12.60203,Private room,349,4
Vesterbro-Kongens Enghave,55.67374,12.55734,Entire home/apt,1200,3
Vesterbro-Kongens Enghave,55.64877,12.53489,Entire home/apt,320,3
Amager Vest,55.66619,12.59665,Entire home/apt,850,2
Nrrebro,55.69407,12.54641,Entire home/apt,950,4
Nrrebro,55.70105,12.54969,Entire home/apt,1200,1
Amager Vest,55.64551,12.5872,Entire home/apt,700,3
Nrrebro,55.69046,12.555,Entire home/apt,1200,3
sterbro,55.69915,12.5813,Private room,353,4
Valby,55.65435,12.50645,Private room,127,5
Amager st,55.65408,12.61459,Entire home/apt,560,2
sterbro,55.71069,12.57342,Entire home/apt,650,3
sterbro,55.698414,12.586967,Entire home/apt,900,4
Nrrebro,55.69374,12.54247,Entire home/apt,1900,2
Frederiksberg,55.68881,12.52832,Entire home/apt,550,3
Frederiksberg,55.68097,12.52674,Entire home/apt,1500,5
Vesterbro-Kongens Enghave,55.66621,12.54843,Entire home/apt,1300,4
Amager st,55.6659,12.61337,Entire home/apt,740,3
Amager st,55.65609,12.61796,Entire home/apt,650,5
sterbro,55.71091,12.57008,Entire home/apt,700,2
Valby,55.65233,12.52336,Private room,300,1
Valby,55.64154,12.5206,Entire home/apt,303,1
Amager Vest,55.66297,12.59839,Entire home/apt,750,2
Indre By,55.68337,12.56126,Entire home/apt,1100,3
Vesterbro-Kongens Enghave,55.64506,12.5511,Entire home/apt,1100,2
Amager Vest,55.659058,12.56948,Entire home/apt,1100,2
Vesterbro-Kongens Enghave,55.66943,12.54936,Entire home/apt,1000,5
Vesterbro-Kongens Enghave,55.66786,12.54923,Entire home/apt,680,4
Vesterbro-Kongens Enghave,55.6668,12.55359,Entire home/apt,700,5
Amager Vest,55.66402,12.60048,Entire home/apt,700,5
Amager Vest,55.66293,12.58217,Private room,300,5
sterbro,55.69719,12.58055,Private room,550,1
Frederiksberg,55.67452,12.54364,Entire home/apt,1200,3
Nrrebro,55.69286,12.55443,Entire home/apt,800,3
Nrrebro,55.6922,12.56623,Entire home/apt,750,5
Vesterbro-Kongens Enghave,55.645844,12.553475,Entire home/apt,1200,3
Indre By,55.68254,12.56461,Entire home/apt,807,3
Indre By,55.67952,12.57457,Entire home/apt,3500,1
Vesterbro-Kongens Enghave,55.67218,12.5463,Entire home/apt,1386,1
Valby,55.66106,12.51182,Entire home/apt,750,3
Amager Vest,55.62198,12.57043,Private room,450,2
Frederiksberg,55.67743,12.5479,Private room,650,3
Amager st,55.66406,12.61484,Entire home/apt,615,4
Vesterbro-Kongens Enghave,55.66572,12.54225,Entire home/apt,799,1
Frederiksberg,55.68263,12.54682,Private room,470,1
Frederiksberg,55.68499,12.54899,Private room,480,3
Frederiksberg,55.683,12.54916,Private room,550,5
Amager Vest,55.6454,12.59637,Entire home/apt,1144,1
Frederiksberg,55.68699,12.52714,Entire home/apt,939,1
Indre By,55.68682,12.6131,Entire home/apt,1495,1
Frederiksberg,55.6848,12.53254,Entire home/apt,1000,4
Indre By,55.68146,12.57284,Entire home/apt,943,4
Amager Vest,55.66569,12.59774,Entire home/apt,700,4
Nrrebro,55.70171,12.55142,Entire home/apt,594,2
sterbro,55.70505,12.58441,Entire home/apt,600,1
Vesterbro-Kongens Enghave,55.67071,12.54215,Entire home/apt,700,1
Frederiksberg,55.6839,12.52546,Private room,381,3
Indre By,55.68579,12.58597,Entire home/apt,1224,2
Amager st,55.66599,12.6286,Entire home/apt,538,2
Vesterbro-Kongens Enghave,55.64629,12.5516,Entire home/apt,895,1
Nrrebro,55.69227,12.54639,Entire home/apt,700,2
Vesterbro-Kongens Enghave,55.66668,12.53297,Entire home/apt,728,1
sterbro,55.70674,12.57803,Entire home/apt,893,3
Frederiksberg,55.69108,12.53263,Entire home/apt,1243,4
Vesterbro-Kongens Enghave,55.67074,12.54526,Entire home/apt,836,2
Frederiksberg,55.6872,12.52795,Entire home/apt,800,5
Nrrebro,55.68753,12.54552,Entire home/apt,400,3
Frederiksberg,55.67959,12.54613,Entire home/apt,1100,5
Vesterbro-Kongens Enghave,55.67045,12.56052,Entire home/apt,1121,4
Indre By,55.68726,12.5676,Private room,525,1
Vesterbro-Kongens Enghave,55.67095,12.54283,Private room,494,3
Nrrebro,55.6931,12.53899,Entire home/apt,643,2
Frederiksberg,55.68064,12.52407,Entire home/apt,400,4
Vesterbro-Kongens Enghave,55.66552,12.54193,Entire home/apt,600,2
Vesterbro-Kongens Enghave,55.65919,12.56223,Private room,773,4
Amager st,55.65331,12.62129,Entire home/apt,550,3
Indre By,55.68141,12.59275,Entire home/apt,1700,4
Vesterbro-Kongens Enghave,55.66993,12.55496,Entire home/apt,921,2
Vesterbro-Kongens Enghave,55.66474,12.54579,Entire home/apt,580,4
Indre By,55.6809,12.57045,Entire home/apt,1450,5
Frederiksberg,55.68395,12.55331,Private room,479,1
Nrrebro,55.70686,12.550013,Entire home/apt,1160,4
sterbro,55.70974,12.5684,Entire home/apt,729,5
Vesterbro-Kongens Enghave,55.66845,12.54582,Entire home/apt,900,5
Bispebjerg,55.71085,12.53259,Entire home/apt,399,4
Vesterbro-Kongens Enghave,55.66817,12.54847,Entire home/apt,620,4
Bispebjerg,55.7108,12.53047,Private room,300,5
